id_client,code_client,sexe,tranche_age,profession,secteur_activite,type_client,statut_client,date_adhesion
5406,CUST-0005406,M,36-45 ans,Ménagère,Élevage,Physique,Actif,2019-09-27
5407,CUST-0005407,M,18-25 ans,Ménagère,Artisanat,Physique,Actif,2018-05-22
5408,CUST-0005408,M,46-60 ans,Médecin,Élevage,Physique,Actif,2022-10-01
5409,CUST-0005409,M,36-45 ans,Enseignant,Santé,Physique,Actif,2021-12-09
5410,CUST-0005410,F,18-25 ans,Fonctionnaire,Technologie,Physique,Actif,2019-03-09
5411,CUST-0005411,M,26-35 ans,Enseignant,Artisanat,Physique,Actif,2024-06-11
5412,CUST-0005412,M,26-35 ans,Entrepreneur,Services,Physique,Actif,2024-03-20
5413,CUST-0005413,M,46-60 ans,Pêcheur,Santé,Physique,Actif,2023-09-30
5414,CUST-0005414,M,46-60 ans,Agent public,Artisanat,Association,Actif,2021-07-05
5415,CUST-0005415,M,36-45 ans,Restauratrice,Santé,Physique,Actif,2018-04-11
5416,CUST-0005416,M,26-35 ans,Tailleur,Services,Moral,Actif,2019-10-10
5417,CUST-0005417,M,46-60 ans,Médecin,Commerce,Physique,Actif,2023-07-11
5418,CUST-0005418,F,60 ans et plus,Agent public,Santé,Physique,Actif,2021-08-16
5419,CUST-0005419,F,46-60 ans,Tailleur,Technologie,Physique,Actif,2024-02-08
5420,CUST-0005420,M,36-45 ans,Entrepreneur,BTP,Physique,Actif,2024-06-12
5421,CUST-0005421,F,60 ans et plus,Ménagère,Administration,Physique,Actif,2024-02-24
5422,CUST-0005422,F,60 ans et plus,Enseignant,Artisanat,Physique,Actif,2024-07-08
5423,CUST-0005423,M,46-60 ans,Étudiant,Transport,Physique,Actif,2019-10-07
5424,CUST-0005424,M,46-60 ans,Coiffeur,Services,Physique,Actif,2025-08-02
5425,CUST-0005425,M,26-35 ans,Pêcheur,Services,Physique,Actif,2017-02-19
5426,CUST-0005426,M,60 ans et plus,Pêcheur,Administration,Physique,Actif,2020-08-13
5427,CUST-0005427,M,60 ans et plus,Médecin,Santé,Physique,Actif,2024-04-15
5428,CUST-0005428,M,46-60 ans,Chauffeur,Agriculture,Physique,Actif,2020-08-05
5429,CUST-0005429,F,46-60 ans,Chauffeur,Restauration,Physique,Actif,2021-01-01
5430,CUST-0005430,M,46-60 ans,Entrepreneur,Transport,Association,En veille,2018-12-31
5431,CUST-0005431,M,60 ans et plus,Enseignant,Santé,Moral,Actif,2017-02-24
5432,CUST-0005432,M,26-35 ans,Mécanicien,Santé,Physique,Actif,2017-08-20
5433,CUST-0005433,F,18-25 ans,Artisan,Agriculture,Physique,Actif,2021-07-21
5434,CUST-0005434,M,18-25 ans,Enseignant,Agriculture,Physique,Actif,2023-05-29
5435,CUST-0005435,F,60 ans et plus,Pêcheur,Transport,Physique,Actif,2019-08-15
5436,CUST-0005436,M,18-25 ans,Ménagère,Administration,Physique,Actif,2025-04-22
5437,CUST-0005437,M,46-60 ans,Pêcheur,Pêche,Physique,Actif,2024-09-13
5438,CUST-0005438,M,46-60 ans,Infirmier,Élevage,Moral,Actif,2019-09-18
5439,CUST-0005439,M,46-60 ans,Médecin,Services,Physique,Actif,2020-06-08
5440,CUST-0005440,F,46-60 ans,Médecin,Élevage,Physique,Actif,2017-07-07
5441,CUST-0005441,F,46-60 ans,Pêcheur,BTP,Physique,Actif,2024-10-10
5442,CUST-0005442,F,46-60 ans,Ménagère,Commerce,Physique,Actif,2018-12-22
5443,CUST-0005443,M,26-35 ans,Éleveur,Services,Physique,En veille,2020-08-18
5444,CUST-0005444,F,36-45 ans,Tailleur,Élevage,Physique,Actif,2018-12-13
5445,CUST-0005445,F,36-45 ans,Infirmier,Technologie,Physique,Actif,2020-06-02
5446,CUST-0005446,F,60 ans et plus,Entrepreneur,Services,Physique,Actif,2017-03-12
5447,CUST-0005447,F,36-45 ans,Mécanicien,Distribution,Physique,Actif,2024-02-25
5448,CUST-0005448,M,26-35 ans,Informaticien,Commerce,Physique,Actif,2020-08-08
5449,CUST-0005449,F,18-25 ans,Chauffeur,Transport,Physique,Actif,2021-06-24
5450,CUST-0005450,F,36-45 ans,Étudiant,Éducation,Moral,Actif,2017-12-03
5451,CUST-0005451,F,46-60 ans,Fonctionnaire,Agriculture,Physique,Actif,2019-02-17
5452,CUST-0005452,M,26-35 ans,Médecin,Administration,Moral,Actif,2025-10-28
5453,CUST-0005453,M,60 ans et plus,Entrepreneur,Administration,Physique,Actif,2020-05-17
5454,CUST-0005454,F,60 ans et plus,Agent public,Santé,Physique,Actif,2022-06-13
5455,CUST-0005455,M,46-60 ans,Éleveur,Artisanat,Physique,Actif,2024-04-08
5456,CUST-0005456,F,18-25 ans,Mécanicien,Informel,Physique,Actif,2023-02-12
5457,CUST-0005457,F,26-35 ans,Artisan,Agriculture,Physique,Actif,2021-08-04
5458,CUST-0005458,M,18-25 ans,Coiffeur,Informel,Association,Actif,2020-07-18
5459,CUST-0005459,F,60 ans et plus,Tailleur,Élevage,Physique,Actif,2023-07-29
5460,CUST-0005460,M,36-45 ans,Informaticien,Distribution,Physique,Actif,2018-12-26
5461,CUST-0005461,F,46-60 ans,Enseignant,Administration,Physique,Actif,2017-10-01
5462,CUST-0005462,M,36-45 ans,Chauffeur,Technologie,Moral,Actif,2022-10-28
5463,CUST-0005463,M,26-35 ans,Médecin,Technologie,Physique,Actif,2019-09-19
5464,CUST-0005464,M,26-35 ans,Tailleur,Transport,Physique,Actif,2024-07-17
5465,CUST-0005465,M,26-35 ans,Chauffeur,Éducation,Physique,Actif,2017-11-25
5466,CUST-0005466,M,46-60 ans,Éleveur,Artisanat,Physique,Actif,2018-11-13
5467,CUST-0005467,M,46-60 ans,Agent public,Éducation,Physique,Actif,2018-03-14
5468,CUST-0005468,F,60 ans et plus,Entrepreneur,Pêche,Physique,Actif,2017-09-05
5469,CUST-0005469,F,18-25 ans,Chauffeur,Agriculture,Physique,Actif,2022-11-18
5470,CUST-0005470,F,60 ans et plus,Médecin,Santé,Physique,Suspendu,2023-01-12
5471,CUST-0005471,M,36-45 ans,Enseignant,Commerce,Physique,Suspendu,2022-02-04
5472,CUST-0005472,F,46-60 ans,Médecin,Élevage,Physique,Actif,2021-09-08
5473,CUST-0005473,F,36-45 ans,Entrepreneur,Pêche,Physique,Actif,2020-05-12
5474,CUST-0005474,F,60 ans et plus,Agriculteur,Santé,Moral,Actif,2021-11-02
5475,CUST-0005475,F,46-60 ans,Pêcheur,Artisanat,Physique,Actif,2025-01-04
5476,CUST-0005476,M,46-60 ans,Mécanicien,Agriculture,Physique,Suspendu,2018-11-01
5477,CUST-0005477,M,36-45 ans,Agriculteur,Services,Physique,Actif,2022-10-16
5478,CUST-0005478,M,26-35 ans,Vendeur,BTP,Physique,Suspendu,2018-06-04
5479,CUST-0005479,F,36-45 ans,Coiffeur,Services,Physique,Actif,2020-04-15
5480,CUST-0005480,M,18-25 ans,Tailleur,Élevage,Moral,Actif,2017-11-11
5481,CUST-0005481,M,18-25 ans,Mécanicien,Informel,Physique,Actif,2025-05-30
5482,CUST-0005482,F,36-45 ans,Mécanicien,Artisanat,Physique,Suspendu,2021-12-24
5483,CUST-0005483,F,60 ans et plus,Mécanicien,Commerce,Physique,En veille,2025-04-08
5484,CUST-0005484,F,26-35 ans,Ménagère,Restauration,Physique,Actif,2017-11-20
5485,CUST-0005485,F,36-45 ans,Coiffeur,Transport,Physique,En veille,2018-02-08
5486,CUST-0005486,F,26-35 ans,Coiffeur,Restauration,Physique,Actif,2019-09-14
5487,CUST-0005487,M,60 ans et plus,Coiffeur,Transport,Moral,Actif,2026-02-07
5488,CUST-0005488,M,46-60 ans,Tailleur,Administration,Moral,Actif,2019-09-24
5489,CUST-0005489,F,36-45 ans,Fonctionnaire,Pêche,Physique,Actif,2017-07-20
5490,CUST-0005490,F,60 ans et plus,Entrepreneur,Éducation,Physique,Actif,2024-04-13
5491,CUST-0005491,F,46-60 ans,Agent public,Commerce,Physique,Actif,2021-03-19
5492,CUST-0005492,M,36-45 ans,Pêcheur,Technologie,Physique,Actif,2025-07-13
5493,CUST-0005493,M,36-45 ans,Mécanicien,Pêche,Physique,Actif,2020-12-13
5494,CUST-0005494,M,26-35 ans,Fonctionnaire,Éducation,Physique,Actif,2025-11-13
5495,CUST-0005495,M,46-60 ans,Médecin,Agriculture,Physique,Actif,2020-01-16
5496,CUST-0005496,F,46-60 ans,Artisan,Agriculture,Physique,Actif,2019-04-21
5497,CUST-0005497,F,60 ans et plus,Fonctionnaire,Pêche,Association,Actif,2024-07-17
5498,CUST-0005498,M,26-35 ans,Infirmier,Pêche,Physique,Actif,2023-03-22
5499,CUST-0005499,F,26-35 ans,Enseignant,Services,Physique,Actif,2023-08-08
5500,CUST-0005500,M,60 ans et plus,Infirmier,Commerce,Physique,Actif,2022-01-11
5501,CUST-0005501,M,26-35 ans,Restauratrice,Technologie,Physique,Actif,2018-05-05
5502,CUST-0005502,M,46-60 ans,Artisan,Technologie,Physique,Actif,2019-01-10
5503,CUST-0005503,M,26-35 ans,Entrepreneur,Pêche,Physique,Actif,2021-12-22
5504,CUST-0005504,F,36-45 ans,Enseignant,Commerce,Physique,En veille,2023-11-25
5505,CUST-0005505,M,18-25 ans,Enseignant,Transport,Association,Actif,2023-03-03
5506,CUST-0005506,F,36-45 ans,Éleveur,Élevage,Physique,En veille,2024-09-23
5507,CUST-0005507,M,18-25 ans,Artisan,Distribution,Physique,Actif,2025-04-17
5508,CUST-0005508,F,46-60 ans,Étudiant,Commerce,Physique,Actif,2019-08-19
5509,CUST-0005509,M,46-60 ans,Informaticien,Distribution,Association,En veille,2021-12-12
5510,CUST-0005510,F,46-60 ans,Tailleur,Restauration,Physique,Actif,2021-02-18
5511,CUST-0005511,F,18-25 ans,Artisan,Élevage,Physique,Actif,2023-11-16
5512,CUST-0005512,F,46-60 ans,Ménagère,Transport,Physique,Actif,2020-05-14
5513,CUST-0005513,F,26-35 ans,Chauffeur,Distribution,Physique,Actif,2018-03-08
5514,CUST-0005514,F,60 ans et plus,Étudiant,Agriculture,Moral,Actif,2019-08-13
5515,CUST-0005515,M,60 ans et plus,Artisan,Éducation,Physique,Actif,2026-05-11
5516,CUST-0005516,M,60 ans et plus,Pêcheur,Transport,Physique,Actif,2025-10-12
5517,CUST-0005517,F,36-45 ans,Ménagère,Santé,Moral,Actif,2024-05-19
5518,CUST-0005518,M,60 ans et plus,Tailleur,Services,Physique,Actif,2022-04-10
5519,CUST-0005519,M,46-60 ans,Artisan,Restauration,Physique,En veille,2022-02-03
5520,CUST-0005520,M,60 ans et plus,Chauffeur,Santé,Physique,Actif,2018-10-22
5521,CUST-0005521,F,26-35 ans,Médecin,Santé,Moral,Actif,2020-05-14
5522,CUST-0005522,F,36-45 ans,Tailleur,Pêche,Physique,Actif,2026-06-20
5523,CUST-0005523,F,36-45 ans,Tailleur,Restauration,Physique,Actif,2019-04-04
5524,CUST-0005524,F,46-60 ans,Enseignant,Informel,Physique,Actif,2024-06-19
5525,CUST-0005525,F,60 ans et plus,Ménagère,Services,Moral,En veille,2024-07-09
5526,CUST-0005526,F,18-25 ans,Pêcheur,Artisanat,Physique,Actif,2025-07-07
5527,CUST-0005527,F,26-35 ans,Restauratrice,Distribution,Physique,Actif,2024-06-28
5528,CUST-0005528,M,36-45 ans,Infirmier,Transport,Physique,Suspendu,2026-01-17
5529,CUST-0005529,M,46-60 ans,Éleveur,Administration,Physique,Actif,2021-05-03
5530,CUST-0005530,F,36-45 ans,Agriculteur,Transport,Physique,Actif,2022-07-18
5531,CUST-0005531,M,60 ans et plus,Agent public,Restauration,Physique,Actif,2025-12-21
5532,CUST-0005532,M,18-25 ans,Coiffeur,BTP,Physique,Actif,2026-02-04
5533,CUST-0005533,M,26-35 ans,Agent public,Informel,Moral,Actif,2022-03-01
5534,CUST-0005534,F,60 ans et plus,Commerçant,Élevage,Physique,Suspendu,2017-10-05
5535,CUST-0005535,M,18-25 ans,Fonctionnaire,Services,Physique,Actif,2025-08-30
5536,CUST-0005536,M,36-45 ans,Éleveur,Transport,Physique,Actif,2026-06-15
5537,CUST-0005537,F,60 ans et plus,Ménagère,BTP,Physique,Actif,2021-09-08
5538,CUST-0005538,F,36-45 ans,Restauratrice,Pêche,Physique,Actif,2025-09-18
5539,CUST-0005539,M,46-60 ans,Infirmier,Santé,Physique,Actif,2019-10-05
5540,CUST-0005540,M,60 ans et plus,Enseignant,Distribution,Association,Actif,2019-02-06
5541,CUST-0005541,M,60 ans et plus,Entrepreneur,Services,Association,Actif,2024-05-30
5542,CUST-0005542,F,36-45 ans,Coiffeur,Santé,Physique,Actif,2018-10-12
5543,CUST-0005543,F,36-45 ans,Restauratrice,Pêche,Association,Actif,2022-10-19
5544,CUST-0005544,M,36-45 ans,Informaticien,Commerce,Moral,En veille,2024-09-20
5545,CUST-0005545,F,46-60 ans,Commerçant,Artisanat,Physique,Actif,2023-02-06
5546,CUST-0005546,M,46-60 ans,Pêcheur,BTP,Physique,En veille,2017-09-16
5547,CUST-0005547,M,60 ans et plus,Coiffeur,Pêche,Physique,Actif,2022-08-27
5548,CUST-0005548,F,26-35 ans,Ménagère,BTP,Physique,Actif,2023-10-01
5549,CUST-0005549,M,18-25 ans,Chauffeur,Restauration,Association,En veille,2019-10-26
5550,CUST-0005550,F,60 ans et plus,Enseignant,Élevage,Physique,En veille,2019-08-16
5551,CUST-0005551,M,18-25 ans,Agriculteur,Transport,Association,Actif,2024-12-18
5552,CUST-0005552,F,60 ans et plus,Vendeur,Technologie,Physique,Actif,2019-03-25
5553,CUST-0005553,F,26-35 ans,Pêcheur,Commerce,Physique,Actif,2021-07-26
5554,CUST-0005554,F,60 ans et plus,Fonctionnaire,Informel,Physique,Actif,2017-08-20
5555,CUST-0005555,F,46-60 ans,Commerçant,Commerce,Association,En veille,2024-12-14
5556,CUST-0005556,M,36-45 ans,Fonctionnaire,Services,Physique,Actif,2022-12-29
5557,CUST-0005557,F,18-25 ans,Artisan,Transport,Physique,Actif,2020-12-24
5558,CUST-0005558,F,60 ans et plus,Chauffeur,Agriculture,Physique,Actif,2025-11-21
5559,CUST-0005559,F,46-60 ans,Éleveur,Services,Physique,Actif,2025-03-31
5560,CUST-0005560,F,18-25 ans,Chauffeur,BTP,Physique,Actif,2026-01-03
5561,CUST-0005561,M,46-60 ans,Agriculteur,BTP,Physique,Actif,2018-11-25
5562,CUST-0005562,M,26-35 ans,Entrepreneur,Commerce,Physique,En veille,2025-09-06
5563,CUST-0005563,M,18-25 ans,Étudiant,Distribution,Physique,Actif,2021-06-21
5564,CUST-0005564,F,46-60 ans,Fonctionnaire,Informel,Physique,Actif,2024-04-17
5565,CUST-0005565,F,18-25 ans,Mécanicien,Informel,Physique,Actif,2023-09-20
5566,CUST-0005566,M,46-60 ans,Restauratrice,Distribution,Physique,Actif,2018-10-12
5567,CUST-0005567,M,36-45 ans,Enseignant,Pêche,Physique,Actif,2017-09-22
5568,CUST-0005568,M,26-35 ans,Chauffeur,Informel,Moral,Actif,2026-05-22
5569,CUST-0005569,F,18-25 ans,Infirmier,Artisanat,Physique,Actif,2025-07-31
5570,CUST-0005570,F,60 ans et plus,Mécanicien,Santé,Physique,Actif,2026-06-20
5571,CUST-0005571,F,46-60 ans,Chauffeur,Commerce,Physique,Actif,2021-06-22
5572,CUST-0005572,M,60 ans et plus,Médecin,Administration,Physique,Actif,2018-04-21
5573,CUST-0005573,M,46-60 ans,Enseignant,Transport,Physique,Actif,2020-12-18
5574,CUST-0005574,F,36-45 ans,Étudiant,Éducation,Physique,Actif,2024-12-19
5575,CUST-0005575,F,46-60 ans,Entrepreneur,Agriculture,Physique,Actif,2019-08-02
5576,CUST-0005576,M,18-25 ans,Infirmier,Artisanat,Physique,Actif,2018-11-28
5577,CUST-0005577,F,46-60 ans,Ménagère,Pêche,Physique,Actif,2019-01-20
5578,CUST-0005578,M,60 ans et plus,Informaticien,Transport,Physique,Actif,2023-12-15
5579,CUST-0005579,F,60 ans et plus,Mécanicien,Agriculture,Physique,Actif,2022-05-13
5580,CUST-0005580,M,46-60 ans,Fonctionnaire,Technologie,Physique,Actif,2026-04-23
5581,CUST-0005581,M,46-60 ans,Coiffeur,BTP,Physique,Actif,2018-06-03
5582,CUST-0005582,M,60 ans et plus,Pêcheur,Pêche,Physique,Actif,2020-03-29
5583,CUST-0005583,F,46-60 ans,Commerçant,Technologie,Physique,Actif,2024-12-21
5584,CUST-0005584,F,46-60 ans,Coiffeur,Agriculture,Moral,Actif,2020-01-30
5585,CUST-0005585,M,46-60 ans,Pêcheur,Éducation,Moral,Actif,2025-01-05
5586,CUST-0005586,M,26-35 ans,Chauffeur,Services,Physique,Actif,2019-07-10
5587,CUST-0005587,F,60 ans et plus,Agent public,Transport,Physique,Actif,2023-06-23
5588,CUST-0005588,M,46-60 ans,Ménagère,Transport,Physique,Actif,2019-11-08
5589,CUST-0005589,M,36-45 ans,Artisan,Élevage,Physique,Actif,2019-10-10
5590,CUST-0005590,F,26-35 ans,Restauratrice,Pêche,Physique,Actif,2025-08-19
5591,CUST-0005591,M,18-25 ans,Vendeur,Éducation,Physique,En veille,2026-05-27
5592,CUST-0005592,M,60 ans et plus,Agriculteur,Technologie,Physique,Actif,2021-02-15
5593,CUST-0005593,F,60 ans et plus,Ménagère,Restauration,Physique,Actif,2022-09-20
5594,CUST-0005594,F,18-25 ans,Informaticien,Commerce,Physique,Actif,2021-03-07
5595,CUST-0005595,M,26-35 ans,Fonctionnaire,Commerce,Physique,Actif,2026-03-04
5596,CUST-0005596,F,18-25 ans,Tailleur,Pêche,Physique,En veille,2020-12-18
5597,CUST-0005597,M,60 ans et plus,Tailleur,Distribution,Physique,Actif,2018-08-20
5598,CUST-0005598,F,26-35 ans,Agriculteur,Services,Physique,En veille,2017-08-17
5599,CUST-0005599,F,60 ans et plus,Entrepreneur,BTP,Physique,Actif,2022-10-25
5600,CUST-0005600,F,26-35 ans,Tailleur,BTP,Physique,Actif,2018-10-19
5601,CUST-0005601,M,36-45 ans,Tailleur,Agriculture,Physique,Actif,2020-05-04
5602,CUST-0005602,F,26-35 ans,Mécanicien,Services,Physique,Actif,2017-12-13
5603,CUST-0005603,F,26-35 ans,Enseignant,Distribution,Physique,En veille,2017-01-30
5604,CUST-0005604,F,46-60 ans,Éleveur,Agriculture,Physique,Actif,2022-04-07
5605,CUST-0005605,M,36-45 ans,Fonctionnaire,Santé,Moral,Actif,2025-12-31
5606,CUST-0005606,F,36-45 ans,Mécanicien,Transport,Physique,Actif,2020-09-20
5607,CUST-0005607,M,46-60 ans,Informaticien,Santé,Physique,Actif,2019-04-20
5608,CUST-0005608,F,46-60 ans,Informaticien,Services,Physique,Actif,2024-10-23
5609,CUST-0005609,F,46-60 ans,Coiffeur,Pêche,Physique,Actif,2025-09-26
5610,CUST-0005610,M,60 ans et plus,Vendeur,Commerce,Physique,Actif,2019-11-17
5611,CUST-0005611,M,60 ans et plus,Fonctionnaire,Pêche,Physique,Actif,2021-12-24
5612,CUST-0005612,M,26-35 ans,Chauffeur,Élevage,Physique,Actif,2017-05-30
5613,CUST-0005613,M,36-45 ans,Agent public,Distribution,Physique,Actif,2017-12-08
5614,CUST-0005614,F,36-45 ans,Tailleur,Commerce,Physique,Actif,2026-03-08
5615,CUST-0005615,F,26-35 ans,Chauffeur,Artisanat,Physique,Actif,2021-12-07
5616,CUST-0005616,M,46-60 ans,Pêcheur,Éducation,Moral,Actif,2025-09-21
5617,CUST-0005617,F,18-25 ans,Vendeur,Élevage,Physique,Actif,2025-10-01
5618,CUST-0005618,M,60 ans et plus,Tailleur,Services,Physique,Actif,2023-04-09
5619,CUST-0005619,F,18-25 ans,Fonctionnaire,Informel,Physique,Actif,2018-04-18
5620,CUST-0005620,M,60 ans et plus,Agriculteur,Transport,Physique,Actif,2025-12-05
5621,CUST-0005621,F,36-45 ans,Coiffeur,Administration,Physique,Actif,2019-10-15
5622,CUST-0005622,M,26-35 ans,Artisan,Santé,Physique,Actif,2017-09-25
5623,CUST-0005623,M,60 ans et plus,Artisan,Santé,Physique,Actif,2017-11-29
5624,CUST-0005624,M,46-60 ans,Agriculteur,Services,Physique,Actif,2018-02-03
5625,CUST-0005625,F,18-25 ans,Agriculteur,Administration,Physique,Actif,2017-06-01
5626,CUST-0005626,F,46-60 ans,Pêcheur,Pêche,Physique,En veille,2025-05-23
5627,CUST-0005627,F,18-25 ans,Artisan,Technologie,Physique,Actif,2022-01-01
5628,CUST-0005628,F,46-60 ans,Enseignant,Informel,Physique,Actif,2019-05-31
5629,CUST-0005629,F,60 ans et plus,Ménagère,Distribution,Physique,Actif,2019-06-26
5630,CUST-0005630,F,46-60 ans,Pêcheur,BTP,Physique,Actif,2018-06-16
5631,CUST-0005631,F,36-45 ans,Agent public,Distribution,Physique,En veille,2022-06-09
5632,CUST-0005632,M,36-45 ans,Enseignant,Éducation,Physique,Actif,2018-09-03
5633,CUST-0005633,M,36-45 ans,Médecin,Restauration,Physique,Actif,2022-01-23
5634,CUST-0005634,M,36-45 ans,Informaticien,Services,Physique,Actif,2023-06-22
5635,CUST-0005635,F,36-45 ans,Mécanicien,Pêche,Physique,Actif,2022-06-24
5636,CUST-0005636,F,36-45 ans,Mécanicien,Élevage,Physique,Actif,2021-02-22
5637,CUST-0005637,M,46-60 ans,Restauratrice,Administration,Physique,Actif,2022-05-26
5638,CUST-0005638,F,18-25 ans,Agriculteur,Élevage,Moral,Actif,2018-10-19
5639,CUST-0005639,M,26-35 ans,Vendeur,Informel,Physique,Actif,2017-07-13
5640,CUST-0005640,M,60 ans et plus,Artisan,Restauration,Physique,Actif,2023-07-17
5641,CUST-0005641,F,46-60 ans,Informaticien,Santé,Physique,Actif,2022-09-21
5642,CUST-0005642,M,36-45 ans,Artisan,Artisanat,Moral,Actif,2026-06-11
5643,CUST-0005643,F,60 ans et plus,Chauffeur,BTP,Physique,Actif,2026-06-12
5644,CUST-0005644,F,46-60 ans,Pêcheur,Artisanat,Physique,Actif,2023-06-10
5645,CUST-0005645,M,18-25 ans,Vendeur,Commerce,Physique,Actif,2018-10-18
5646,CUST-0005646,F,26-35 ans,Coiffeur,Santé,Moral,Suspendu,2023-06-17
5647,CUST-0005647,M,46-60 ans,Pêcheur,Élevage,Physique,Actif,2024-03-11
5648,CUST-0005648,F,18-25 ans,Commerçant,Commerce,Physique,Actif,2019-01-16
5649,CUST-0005649,F,46-60 ans,Infirmier,Services,Physique,Actif,2023-11-30
5650,CUST-0005650,F,18-25 ans,Ménagère,Agriculture,Moral,Actif,2019-01-01
5651,CUST-0005651,M,46-60 ans,Chauffeur,Administration,Physique,Actif,2017-11-17
5652,CUST-0005652,F,18-25 ans,Pêcheur,Technologie,Physique,Actif,2022-01-10
5653,CUST-0005653,F,26-35 ans,Entrepreneur,Technologie,Physique,Actif,2019-01-19
5654,CUST-0005654,M,18-25 ans,Tailleur,Restauration,Physique,Actif,2022-10-28
5655,CUST-0005655,F,26-35 ans,Étudiant,Agriculture,Physique,Actif,2025-06-18
5656,CUST-0005656,F,18-25 ans,Éleveur,Services,Physique,Actif,2017-04-05
5657,CUST-0005657,M,36-45 ans,Informaticien,Administration,Physique,Actif,2018-01-11
5658,CUST-0005658,F,60 ans et plus,Fonctionnaire,Informel,Physique,Actif,2023-12-21
5659,CUST-0005659,M,46-60 ans,Médecin,Distribution,Physique,Actif,2026-02-12
5660,CUST-0005660,M,26-35 ans,Coiffeur,Commerce,Physique,Actif,2018-05-19
5661,CUST-0005661,F,60 ans et plus,Commerçant,Agriculture,Physique,Actif,2019-01-13
5662,CUST-0005662,M,60 ans et plus,Tailleur,Technologie,Physique,Actif,2018-09-22
5663,CUST-0005663,M,18-25 ans,Éleveur,Éducation,Physique,Actif,2023-02-20
5664,CUST-0005664,M,18-25 ans,Infirmier,Distribution,Physique,Actif,2025-01-03
5665,CUST-0005665,M,26-35 ans,Ménagère,Administration,Physique,En veille,2018-07-22
5666,CUST-0005666,M,18-25 ans,Agriculteur,Restauration,Physique,Actif,2017-06-04
5667,CUST-0005667,F,18-25 ans,Éleveur,Informel,Physique,Actif,2025-02-14
5668,CUST-0005668,F,26-35 ans,Fonctionnaire,Transport,Physique,Actif,2024-11-24
5669,CUST-0005669,F,36-45 ans,Artisan,Restauration,Physique,Actif,2020-07-31
5670,CUST-0005670,M,46-60 ans,Médecin,Services,Physique,Actif,2018-03-19
5671,CUST-0005671,F,36-45 ans,Vendeur,Restauration,Physique,Actif,2017-09-22
5672,CUST-0005672,F,36-45 ans,Étudiant,Commerce,Physique,Actif,2020-06-20
5673,CUST-0005673,M,36-45 ans,Ménagère,Restauration,Physique,Actif,2018-01-14
5674,CUST-0005674,M,18-25 ans,Artisan,Élevage,Physique,Actif,2022-02-23
5675,CUST-0005675,M,26-35 ans,Agent public,Restauration,Physique,Actif,2018-04-11
5676,CUST-0005676,M,46-60 ans,Entrepreneur,Restauration,Moral,Actif,2025-11-24
5677,CUST-0005677,F,46-60 ans,Agent public,Distribution,Physique,Actif,2017-11-15
5678,CUST-0005678,M,46-60 ans,Éleveur,BTP,Physique,Actif,2024-08-19
5679,CUST-0005679,M,46-60 ans,Éleveur,Services,Physique,Actif,2026-03-10
5680,CUST-0005680,M,60 ans et plus,Pêcheur,Restauration,Physique,Actif,2026-02-11
5681,CUST-0005681,F,26-35 ans,Infirmier,Distribution,Physique,Actif,2024-10-07
5682,CUST-0005682,M,46-60 ans,Commerçant,Éducation,Physique,Actif,2024-10-17
5683,CUST-0005683,F,36-45 ans,Agriculteur,Transport,Physique,Actif,2022-04-06
5684,CUST-0005684,F,36-45 ans,Restauratrice,BTP,Moral,Actif,2022-02-11
5685,CUST-0005685,M,46-60 ans,Commerçant,Transport,Physique,Actif,2026-05-23
5686,CUST-0005686,F,36-45 ans,Éleveur,Pêche,Physique,En veille,2023-07-04
5687,CUST-0005687,F,26-35 ans,Chauffeur,Santé,Association,Actif,2024-04-01
5688,CUST-0005688,F,60 ans et plus,Mécanicien,Administration,Physique,Actif,2021-04-01
5689,CUST-0005689,F,60 ans et plus,Enseignant,Artisanat,Physique,Actif,2020-06-29
5690,CUST-0005690,M,36-45 ans,Enseignant,Santé,Physique,Actif,2025-01-17
5691,CUST-0005691,F,46-60 ans,Étudiant,Services,Physique,Actif,2023-11-13
5692,CUST-0005692,F,26-35 ans,Restauratrice,Agriculture,Physique,Actif,2021-06-11
5693,CUST-0005693,F,60 ans et plus,Ménagère,Informel,Association,Actif,2022-06-12
5694,CUST-0005694,F,36-45 ans,Commerçant,Restauration,Physique,Actif,2023-08-06
5695,CUST-0005695,M,18-25 ans,Médecin,Technologie,Physique,Actif,2025-08-20
5696,CUST-0005696,F,46-60 ans,Restauratrice,Agriculture,Physique,Actif,2024-08-31
5697,CUST-0005697,F,26-35 ans,Infirmier,Restauration,Physique,Suspendu,2018-05-03
5698,CUST-0005698,M,46-60 ans,Chauffeur,Commerce,Physique,Actif,2020-11-02
5699,CUST-0005699,M,18-25 ans,Entrepreneur,BTP,Moral,Actif,2020-11-15
5700,CUST-0005700,F,26-35 ans,Restauratrice,Services,Physique,Actif,2023-02-27
5701,CUST-0005701,F,26-35 ans,Informaticien,Santé,Physique,Actif,2019-01-11
5702,CUST-0005702,F,36-45 ans,Mécanicien,Technologie,Physique,Actif,2019-05-16
5703,CUST-0005703,M,18-25 ans,Coiffeur,Administration,Physique,Actif,2023-04-26
5704,CUST-0005704,F,26-35 ans,Agent public,Santé,Physique,Actif,2026-04-10
5705,CUST-0005705,F,46-60 ans,Agriculteur,Distribution,Physique,Actif,2019-06-26
5706,CUST-0005706,F,36-45 ans,Coiffeur,Restauration,Physique,Suspendu,2017-07-08
